	chr	end	ensemblgene	start	strand
ENSMUSG00000102915	1	191725053	ENSMUSG00000102915	191724822	1
ENSMUSG00000103009	2	129041114	ENSMUSG00000103009	129039172	-1
ENSMUSG00000103034	3	5816355	ENSMUSG00000103034	5815866	1
ENSMUSG00000103041	3	65869457	ENSMUSG00000103041	65865179	1
ENSMUSG00000103103	9	108446373	ENSMUSG00000103103	108444732	1
ENSMUSG00000103206	3	67515114	ENSMUSG00000103206	67514539	-1
ENSMUSG00000103260	1	181111457	ENSMUSG00000103260	181109611	1
ENSMUSG00000103286	3	92135981	ENSMUSG00000103286	92134776	-1
ENSMUSG00000103423	3	33676552	ENSMUSG00000103423	33675757	1
ENSMUSG00000103433	1	191140444	ENSMUSG00000103433	191139863	1
ENSMUSG00000103653	1	191758750	ENSMUSG00000103653	191758120	-1
ENSMUSG00000103658	9	108038000	ENSMUSG00000103658	108037478	1
ENSMUSG00000103662	2	169470238	ENSMUSG00000103662	169465976	-1
ENSMUSG00000103711	1	171247920	ENSMUSG00000103711	171246440	1
ENSMUSG00000103729	3	28299915	ENSMUSG00000103729	28299672	1
ENSMUSG00000103735	3	13040761	ENSMUSG00000103735	13040419	1
ENSMUSG00000103759	3	86170882	ENSMUSG00000103759	86170549	-1
ENSMUSG00000103766	3	88194517	ENSMUSG00000103766	88150687	-1
ENSMUSG00000103823	3	41932483	ENSMUSG00000103823	41930587	-1
ENSMUSG00000103880	3	65414058	ENSMUSG00000103880	65413698	-1
ENSMUSG00000103906	15	75786384	ENSMUSG00000103906	75781584	1
ENSMUSG00000103921	3	8394767	ENSMUSG00000103921	8392591	1
ENSMUSG00000103922	1	4842422	ENSMUSG00000103922	4841354	1
ENSMUSG00000103953	1	136721248	ENSMUSG00000103953	136720772	1
ENSMUSG00000103975	1	131860708	ENSMUSG00000103975	131860202	-1
ENSMUSG00000103979	1	180682023	ENSMUSG00000103979	180681847	-1
ENSMUSG00000103986	3	59675661	ENSMUSG00000103986	59674696	1
ENSMUSG00000104004	3	84287228	ENSMUSG00000104004	84256683	-1
ENSMUSG00000104030	6	31087855	ENSMUSG00000104030	31085762	-1
ENSMUSG00000104043	3	84082439	ENSMUSG00000104043	84081411	1
ENSMUSG00000104065	3	13495018	ENSMUSG00000104065	13494618	1
ENSMUSG00000104074	3	86772627	ENSMUSG00000104074	86771799	1
ENSMUSG00000104126	1	178127365	ENSMUSG00000104126	178126961	1
ENSMUSG00000104166	3	51544349	ENSMUSG00000104166	51543917	-1
ENSMUSG00000104195	5	134206548	ENSMUSG00000104195	134205185	1
ENSMUSG00000104208	9	108215472	ENSMUSG00000104208	108214288	-1
ENSMUSG00000104217	1	4956993	ENSMUSG00000104217	4878115	1
ENSMUSG00000104218	12	113345181	ENSMUSG00000104218	113344631	-1
ENSMUSG00000104222	6	117695829	ENSMUSG00000104222	117693303	1
ENSMUSG00000104268	9	103930654	ENSMUSG00000104268	103930526	1
ENSMUSG00000104273	9	72595997	ENSMUSG00000104273	72594506	1
ENSMUSG00000104295	3	25785860	ENSMUSG00000104295	25785407	1
ENSMUSG00000104301	3	75389463	ENSMUSG00000104301	75182295	-1
ENSMUSG00000104309	3	49337195	ENSMUSG00000104309	49335782	-1
ENSMUSG00000104360	1	136717258	ENSMUSG00000104360	136716920	-1
ENSMUSG00000104394	1	186972554	ENSMUSG00000104394	186968654	1
ENSMUSG00000104418	1	179752976	ENSMUSG00000104418	179752517	-1
ENSMUSG00000104434	3	10297371	ENSMUSG00000104434	10297240	1
ENSMUSG00000104476	1	45532212	ENSMUSG00000104476	45524996	-1
ENSMUSG00000104496	1	139857346	ENSMUSG00000104496	139855978	-1
ENSMUSG00000104555	3	157116423	ENSMUSG00000104555	157115654	1
ENSMUSG00000104559	5	111536155	ENSMUSG00000104559	111535381	-1
ENSMUSG00000104560	5	57419349	ENSMUSG00000104560	57418614	1
ENSMUSG00000104623	3	57625710	ENSMUSG00000104623	57625234	-1
ENSMUSG00000104646	3	95322736	ENSMUSG00000104646	95322337	-1
ENSMUSG00000104649	3	90034364	ENSMUSG00000104649	90034074	1
ENSMUSG00000104686	5	138619019	ENSMUSG00000104686	138617550	1
ENSMUSG00000104695	3	94361364	ENSMUSG00000104695	94360476	1
ENSMUSG00000104699	5	3926154	ENSMUSG00000104699	3925362	1
ENSMUSG00000104735	3	53010596	ENSMUSG00000104735	53006421	1
ENSMUSG00000104784	5	44400890	ENSMUSG00000104784	44383929	1
ENSMUSG00000104802	5	87146274	ENSMUSG00000104802	87145018	1
ENSMUSG00000104862	3	157594511	ENSMUSG00000104862	157594102	-1
ENSMUSG00000104913	5	22931166	ENSMUSG00000104913	22929576	-1
ENSMUSG00000104932	5	125447824	ENSMUSG00000104932	125438239	1
ENSMUSG00000104960	3	123302053	ENSMUSG00000104960	123301201	-1
ENSMUSG00000104972	5	113955653	ENSMUSG00000104972	113955286	1
ENSMUSG00000105031	5	113905387	ENSMUSG00000105031	113905184	1
ENSMUSG00000105068	5	8010346	ENSMUSG00000105068	7730108	-1
ENSMUSG00000105077	3	112210474	ENSMUSG00000105077	112209688	1
ENSMUSG00000105078	5	100098951	ENSMUSG00000105078	100054113	1
ENSMUSG00000105081	5	22677990	ENSMUSG00000105081	22677765	-1
ENSMUSG00000105143	5	54809463	ENSMUSG00000105143	54809310	-1
ENSMUSG00000105144	3	96574298	ENSMUSG00000105144	96573819	-1
ENSMUSG00000105161	5	110810864	ENSMUSG00000105161	110809258	1
ENSMUSG00000105194	14	53411047	ENSMUSG00000105194	53410184	-1
ENSMUSG00000105201	3	157742046	ENSMUSG00000105201	157739577	-1
ENSMUSG00000105219	3	38184340	ENSMUSG00000105219	38148778	-1
ENSMUSG00000105233	3	126241599	ENSMUSG00000105233	126241392	1
ENSMUSG00000105243	3	120814425	ENSMUSG00000105243	120814135	-1
ENSMUSG00000105263	5	44300613	ENSMUSG00000105263	44295322	1
ENSMUSG00000105265	3	34736768	ENSMUSG00000105265	34158419	1
ENSMUSG00000105331	3	131736504	ENSMUSG00000105331	131465566	1
ENSMUSG00000105359	3	38162071	ENSMUSG00000105359	38161592	-1
ENSMUSG00000105388	3	145585095	ENSMUSG00000105388	145584775	1
ENSMUSG00000105402	5	64768043	ENSMUSG00000105402	64751200	-1
ENSMUSG00000105406	5	113208859	ENSMUSG00000105406	113208379	1
ENSMUSG00000105408	5	137600434	ENSMUSG00000105408	137599855	1
ENSMUSG00000105434	5	122623062	ENSMUSG00000105434	122620863	-1
ENSMUSG00000105452	3	57270855	ENSMUSG00000105452	57269809	1
ENSMUSG00000105461	14	52607145	ENSMUSG00000105461	52606375	-1
ENSMUSG00000105471	5	109944164	ENSMUSG00000105471	109917273	-1
ENSMUSG00000105504	3	142228105	ENSMUSG00000105504	142199739	1
ENSMUSG00000105509	3	110161022	ENSMUSG00000105509	110157331	1
ENSMUSG00000105518	3	90513192	ENSMUSG00000105518	90509211	1
ENSMUSG00000105522	3	94496966	ENSMUSG00000105522	94496773	1
ENSMUSG00000105536	5	10609363	ENSMUSG00000105536	10608320	1
ENSMUSG00000105552	3	89928752	ENSMUSG00000105552	89906067	1
ENSMUSG00000105599	12	115510017	ENSMUSG00000105599	115509689	-1
ENSMUSG00000105600	5	106364667	ENSMUSG00000105600	106363517	1
ENSMUSG00000105613	5	122924160	ENSMUSG00000105613	122917588	1
ENSMUSG00000105641	3	98487714	ENSMUSG00000105641	98487083	-1
ENSMUSG00000105651	3	35330280	ENSMUSG00000105651	35310611	-1
ENSMUSG00000105692	3	89120471	ENSMUSG00000105692	89117732	1
ENSMUSG00000105703	14	54534913	ENSMUSG00000105703	54529900	-1
ENSMUSG00000105705	5	11243557	ENSMUSG00000105705	11187246	1
ENSMUSG00000105775	5	28744566	ENSMUSG00000105775	28743568	1
ENSMUSG00000105796	5	87885069	ENSMUSG00000105796	87884965	-1
ENSMUSG00000105814	5	98623523	ENSMUSG00000105814	98623415	-1
ENSMUSG00000105833	5	13814736	ENSMUSG00000105833	13813632	1
ENSMUSG00000105854	5	12529595	ENSMUSG00000105854	12528833	-1
ENSMUSG00000105879	3	53600299	ENSMUSG00000105879	53599843	-1
ENSMUSG00000105881	5	123279632	ENSMUSG00000105881	123276994	1
ENSMUSG00000105914	3	117017251	ENSMUSG00000105914	117016609	-1
ENSMUSG00000105928	12	115857923	ENSMUSG00000105928	115856504	1
ENSMUSG00000105943	3	38277942	ENSMUSG00000105943	38277600	1
ENSMUSG00000105944	3	107775959	ENSMUSG00000105944	107775338	-1
ENSMUSG00000105962	9	109871864	ENSMUSG00000105962	109870248	1
ENSMUSG00000105963	14	54198972	ENSMUSG00000105963	54155784	-1
ENSMUSG00000105987	5	23917665	ENSMUSG00000105987	23903294	-1
ENSMUSG00000105995	3	95994368	ENSMUSG00000105995	95994183	1
ENSMUSG00000106036	3	121503895	ENSMUSG00000106036	121495150	-1
ENSMUSG00000106037	3	119503510	ENSMUSG00000106037	119503165	1
ENSMUSG00000106095	3	130730986	ENSMUSG00000106095	130632104	-1
ENSMUSG00000106105	3	104823479	ENSMUSG00000106105	104823226	-1
ENSMUSG00000106133	5	24323662	ENSMUSG00000106133	24323314	-1
ENSMUSG00000106135	5	21804545	ENSMUSG00000106135	21803738	1
ENSMUSG00000106205	5	64963078	ENSMUSG00000106205	64961357	1
ENSMUSG00000106208	9	109800277	ENSMUSG00000106208	109799501	1
ENSMUSG00000106214	5	48217989	ENSMUSG00000106214	48215393	1
ENSMUSG00000106239	12	115956990	ENSMUSG00000106239	115945883	-1
ENSMUSG00000106252	2	80459134	ENSMUSG00000106252	80459049	-1
ENSMUSG00000106258	3	129256396	ENSMUSG00000106258	129255621	1
ENSMUSG00000106294	5	21819492	ENSMUSG00000106294	21818992	-1
ENSMUSG00000106326	5	56647574	ENSMUSG00000106326	56571552	1
ENSMUSG00000106415	3	116424633	ENSMUSG00000106415	116422822	-1
ENSMUSG00000106426	3	107740855	ENSMUSG00000106426	107727537	-1
ENSMUSG00000106496	3	35591949	ENSMUSG00000106496	35591031	-1
ENSMUSG00000106558	5	30000035	ENSMUSG00000106558	29999521	-1
ENSMUSG00000106568	3	88336702	ENSMUSG00000106568	88336243	1
ENSMUSG00000106572	3	55755821	ENSMUSG00000106572	55754526	1
ENSMUSG00000106574	3	139356138	ENSMUSG00000106574	139355140	1
ENSMUSG00000106662	5	124670559	ENSMUSG00000106662	124669196	1
ENSMUSG00000106664	5	8963958	ENSMUSG00000106664	8962971	1
ENSMUSG00000106706	5	66752913	ENSMUSG00000106706	66749805	-1
ENSMUSG00000106734	6	3346128	ENSMUSG00000106734	3333194	-1
ENSMUSG00000106755	6	127160681	ENSMUSG00000106755	127160372	-1
ENSMUSG00000106767	5	65777114	ENSMUSG00000106767	65774292	1
ENSMUSG00000106820	5	147359854	ENSMUSG00000106820	147355411	1
ENSMUSG00000106831	5	76380917	ENSMUSG00000106831	76380459	-1
ENSMUSG00000106846	3	39874909	ENSMUSG00000106846	39874630	-1
ENSMUSG00000106847	15	72682173	ENSMUSG00000106847	72677449	-1
ENSMUSG00000106864	5	31337488	ENSMUSG00000106864	31313349	-1
ENSMUSG00000106870	5	93333617	ENSMUSG00000106870	93331715	-1
ENSMUSG00000106874	6	18848206	ENSMUSG00000106874	18845909	-1
ENSMUSG00000106883	6	127388696	ENSMUSG00000106883	127388093	1
ENSMUSG00000106895	5	41500274	ENSMUSG00000106895	41499466	1
ENSMUSG00000106917	5	91909434	ENSMUSG00000106917	91908555	-1
ENSMUSG00000106918	5	31821728	ENSMUSG00000106918	31754279	1
ENSMUSG00000106925	5	67611113	ENSMUSG00000106925	67610822	1
ENSMUSG00000106926	5	82485496	ENSMUSG00000106926	82484698	1
ENSMUSG00000106928	5	35711308	ENSMUSG00000106928	35708604	-1
ENSMUSG00000106930	5	93152263	ENSMUSG00000106930	93151690	1
ENSMUSG00000106951	5	148932033	ENSMUSG00000106951	148926866	-1
ENSMUSG00000106956	5	148393955	ENSMUSG00000106956	148393648	1
ENSMUSG00000106988	15	62853666	ENSMUSG00000106988	62852497	1
ENSMUSG00000106990	6	28214804	ENSMUSG00000106990	28211007	-1
ENSMUSG00000107011	5	151351628	ENSMUSG00000107011	150987011	-1
ENSMUSG00000107019	5	93326918	ENSMUSG00000107019	93324829	1
ENSMUSG00000107026	6	38261884	ENSMUSG00000107026	38261461	1
ENSMUSG00000107035	6	37664130	ENSMUSG00000107035	37663174	-1
ENSMUSG00000107092	5	96123482	ENSMUSG00000107092	96122099	1
ENSMUSG00000107121	5	115769875	ENSMUSG00000107121	115769108	-1
ENSMUSG00000107157	14	16731439	ENSMUSG00000107157	16730590	-1
ENSMUSG00000107176	6	66852727	ENSMUSG00000107176	66852305	-1
ENSMUSG00000107194	5	93241210	ENSMUSG00000107194	93240618	-1
ENSMUSG00000107211	5	32578316	ENSMUSG00000107211	32577347	1
ENSMUSG00000107261	5	91885938	ENSMUSG00000107261	91885564	-1
ENSMUSG00000107283	5	31311595	ENSMUSG00000107283	31297998	-1
ENSMUSG00000107310	6	36936823	ENSMUSG00000107310	36933737	1
ENSMUSG00000107327	5	117197457	ENSMUSG00000107327	117196877	1
ENSMUSG00000107350	5	91222632	ENSMUSG00000107350	91199730	-1
ENSMUSG00000107362	5	65701023	ENSMUSG00000107362	65699272	1
ENSMUSG00000107369	5	116771623	ENSMUSG00000107369	116770967	-1
ENSMUSG00000107383	7	116425086	ENSMUSG00000107383	116423745	-1
ENSMUSG00000107389	6	126967836	ENSMUSG00000107389	126967559	1
ENSMUSG00000107462	6	141084302	ENSMUSG00000107462	141083773	1
ENSMUSG00000107470	7	3231636	ENSMUSG00000107470	3230842	1
ENSMUSG00000107476	6	48511766	ENSMUSG00000107476	48481271	1
ENSMUSG00000107501	6	109103123	ENSMUSG00000107501	109102646	1
ENSMUSG00000107546	6	72997343	ENSMUSG00000107546	72989026	1
ENSMUSG00000107591	6	66689131	ENSMUSG00000107591	66688675	1
ENSMUSG00000107596	6	65410932	ENSMUSG00000107596	65409144	1
ENSMUSG00000107600	6	124275134	ENSMUSG00000107600	124274822	1
ENSMUSG00000107653	6	66261829	ENSMUSG00000107653	66241139	1
ENSMUSG00000107659	6	88481259	ENSMUSG00000107659	88480587	1
ENSMUSG00000107713	6	99817275	ENSMUSG00000107713	99816669	-1
ENSMUSG00000107724	6	8596989	ENSMUSG00000107724	8595743	-1
ENSMUSG00000107741	3	40829823	ENSMUSG00000107741	40801255	1
ENSMUSG00000107788	6	146684772	ENSMUSG00000107788	146683967	1
ENSMUSG00000107853	6	47410023	ENSMUSG00000107853	47409060	-1
ENSMUSG00000107868	6	122790496	ENSMUSG00000107868	122788129	1
ENSMUSG00000107872	6	128803278	ENSMUSG00000107872	128757248	-1
ENSMUSG00000107881	6	5220486	ENSMUSG00000107881	5216258	-1
ENSMUSG00000107896	6	128450351	ENSMUSG00000107896	128449818	-1
ENSMUSG00000107906	6	116529463	ENSMUSG00000107906	116528102	1
ENSMUSG00000107950	6	133740025	ENSMUSG00000107950	133738408	-1
ENSMUSG00000107951	6	75275042	ENSMUSG00000107951	75273101	-1
ENSMUSG00000107968	6	65128209	ENSMUSG00000107968	65127981	1
ENSMUSG00000107994	6	115654741	ENSMUSG00000107994	115652929	1
ENSMUSG00000107999	6	90667811	ENSMUSG00000107999	90666713	1
ENSMUSG00000108033	6	42327796	ENSMUSG00000108033	42305647	-1
ENSMUSG00000108045	6	78194096	ENSMUSG00000108045	78192861	1
ENSMUSG00000108107	6	83819210	ENSMUSG00000108107	83818664	1
ENSMUSG00000108142	6	84009653	ENSMUSG00000108142	84008570	1
ENSMUSG00000108181	6	90366339	ENSMUSG00000108181	90363789	1
ENSMUSG00000108218	11	52058986	ENSMUSG00000108218	52045549	-1
ENSMUSG00000108231	6	66723310	ENSMUSG00000108231	66723001	1
ENSMUSG00000108314	7	27583935	ENSMUSG00000108314	27582180	-1
ENSMUSG00000108331	7	17773099	ENSMUSG00000108331	17772401	1
ENSMUSG00000108350	7	79574615	ENSMUSG00000108350	79572320	-1
ENSMUSG00000108358	7	55624590	ENSMUSG00000108358	55623267	-1
ENSMUSG00000108366	7	16453835	ENSMUSG00000108366	16453041	-1
ENSMUSG00000108381	7	127641562	ENSMUSG00000108381	127640423	-1
ENSMUSG00000108396	7	122609845	ENSMUSG00000108396	122609335	1
ENSMUSG00000108437	7	127612356	ENSMUSG00000108437	127612201	-1
ENSMUSG00000108438	7	43156927	ENSMUSG00000108438	43156375	1
ENSMUSG00000108442	7	97244648	ENSMUSG00000108442	97244044	-1
ENSMUSG00000108461	7	116043559	ENSMUSG00000108461	116042810	1
ENSMUSG00000108496	6	71649662	ENSMUSG00000108496	71649079	-1
ENSMUSG00000108506	7	79440373	ENSMUSG00000108506	79440035	-1
ENSMUSG00000108518	7	25119251	ENSMUSG00000108518	25118578	-1
ENSMUSG00000108528	7	95852743	ENSMUSG00000108528	95852103	-1
ENSMUSG00000108608	7	127942529	ENSMUSG00000108608	127916508	1
ENSMUSG00000108621	7	39230013	ENSMUSG00000108621	39193826	1
ENSMUSG00000108676	7	125847410	ENSMUSG00000108676	125823419	-1
ENSMUSG00000108694	7	16873397	ENSMUSG00000108694	16872796	-1
ENSMUSG00000108702	7	134263386	ENSMUSG00000108702	134262064	1
ENSMUSG00000108772	6	71619080	ENSMUSG00000108772	71618596	-1
ENSMUSG00000108799	7	124675179	ENSMUSG00000108799	124674523	1
ENSMUSG00000108801	7	127299965	ENSMUSG00000108801	127291107	1
ENSMUSG00000108813	6	71660869	ENSMUSG00000108813	71660282	1
ENSMUSG00000108823	7	99594923	ENSMUSG00000108823	99594269	1
ENSMUSG00000108833	7	66733497	ENSMUSG00000108833	66732591	1
ENSMUSG00000108905	7	28381361	ENSMUSG00000108905	28328673	1
ENSMUSG00000109006	7	61265075	ENSMUSG00000109006	61179619	-1
ENSMUSG00000109008	7	80643163	ENSMUSG00000109008	80630594	-1
ENSMUSG00000109059	7	51108275	ENSMUSG00000109059	51107808	1
ENSMUSG00000109111	7	44623727	ENSMUSG00000109111	44619853	1
ENSMUSG00000109118	7	46658756	ENSMUSG00000109118	46657831	1
ENSMUSG00000109147	7	109354485	ENSMUSG00000109147	109351527	1
ENSMUSG00000109156	X	111150287	ENSMUSG00000109156	110801086	1
ENSMUSG00000109181	8	5168665	ENSMUSG00000109181	5167361	1
ENSMUSG00000109222	7	60403761	ENSMUSG00000109222	60403111	-1
ENSMUSG00000109241	8	4442133	ENSMUSG00000109241	4441726	1
ENSMUSG00000109255	8	4090421	ENSMUSG00000109255	4089854	-1
ENSMUSG00000109274	7	5065048	ENSMUSG00000109274	5062276	-1
ENSMUSG00000109284	7	118196061	ENSMUSG00000109284	118191551	1
ENSMUSG00000109297	11	81910793	ENSMUSG00000109297	81873945	-1
ENSMUSG00000109324	7	44635992	ENSMUSG00000109324	44625413	-1
ENSMUSG00000109336	7	28297569	ENSMUSG00000109336	28098947	-1
ENSMUSG00000109341	7	83997077	ENSMUSG00000109341	83987303	1
ENSMUSG00000109408	11	119382124	ENSMUSG00000109408	119339614	-1
ENSMUSG00000109495	7	5132355	ENSMUSG00000109495	5130395	-1
ENSMUSG00000109509	7	30184522	ENSMUSG00000109509	30184126	-1
ENSMUSG00000109511	7	44480236	ENSMUSG00000109511	44465512	1
ENSMUSG00000109536	7	58904536	ENSMUSG00000109536	58873595	-1
ENSMUSG00000109543	8	6488079	ENSMUSG00000109543	6487744	1
ENSMUSG00000109572	5	34484671	ENSMUSG00000109572	34445944	1
ENSMUSG00000109580	8	34974818	ENSMUSG00000109580	34974361	1
ENSMUSG00000109587	8	81607798	ENSMUSG00000109587	81606569	1
ENSMUSG00000109610	8	61834421	ENSMUSG00000109610	61833543	-1
ENSMUSG00000109645	8	98603152	ENSMUSG00000109645	98602786	1
ENSMUSG00000109658	8	41136686	ENSMUSG00000109658	41136536	-1
ENSMUSG00000109663	7	46482302	ENSMUSG00000109663	46481888	1
ENSMUSG00000109740	8	63000865	ENSMUSG00000109740	62999980	-1
ENSMUSG00000109771	5	110242286	ENSMUSG00000109771	110224002	-1
ENSMUSG00000109781	7	16141908	ENSMUSG00000109781	16140680	-1
ENSMUSG00000109865	2	3513851	ENSMUSG00000109865	3489887	-1
ENSMUSG00000109875	7	139895968	ENSMUSG00000109875	139895726	1
ENSMUSG00000109894	7	136259802	ENSMUSG00000109894	136258938	1
ENSMUSG00000109903	5	17087050	ENSMUSG00000109903	16996808	1
ENSMUSG00000109905	7	139355095	ENSMUSG00000109905	139354630	1
ENSMUSG00000109925	7	12531788	ENSMUSG00000109925	12531456	1
ENSMUSG00000109933	8	11734243	ENSMUSG00000109933	11733459	-1
ENSMUSG00000109946	2	27334233	ENSMUSG00000109946	27332336	1
ENSMUSG00000109975	12	21604522	ENSMUSG00000109975	21593308	1
ENSMUSG00000110010	7	46334807	ENSMUSG00000110010	46332262	-1
ENSMUSG00000110032	8	41243173	ENSMUSG00000110032	41242094	-1
ENSMUSG00000110057	8	79213039	ENSMUSG00000110057	79212663	-1
ENSMUSG00000110069	8	103261522	ENSMUSG00000110069	103261277	1
ENSMUSG00000110105	7	7281288	ENSMUSG00000110105	7216016	-1
ENSMUSG00000110120	8	26622670	ENSMUSG00000110120	26621206	-1
ENSMUSG00000110126	7	136414244	ENSMUSG00000110126	136412638	1
ENSMUSG00000110136	7	140436244	ENSMUSG00000110136	140398000	-1
ENSMUSG00000110148	8	25600002	ENSMUSG00000110148	25591232	1
ENSMUSG00000110275	7	140758377	ENSMUSG00000110275	140757798	-1
ENSMUSG00000110331	8	29777009	ENSMUSG00000110331	29776459	-1
ENSMUSG00000110344	11	90142081	ENSMUSG00000110344	90078509	1
ENSMUSG00000110350	7	45109724	ENSMUSG00000110350	45108893	1
ENSMUSG00000110357	7	45288189	ENSMUSG00000110357	45285104	-1
ENSMUSG00000110360	7	101440057	ENSMUSG00000110360	101439743	1
ENSMUSG00000110386	8	85858918	ENSMUSG00000110386	85852501	-1
ENSMUSG00000110407	7	113808323	ENSMUSG00000110407	113807869	-1
ENSMUSG00000110409	8	45388196	ENSMUSG00000110409	45387749	-1
ENSMUSG00000110424	7	110721891	ENSMUSG00000110424	110682271	-1
ENSMUSG00000110444	8	69848191	ENSMUSG00000110444	69819162	-1
ENSMUSG00000110446	8	73270264	ENSMUSG00000110446	73269202	1
ENSMUSG00000110458	8	20698095	ENSMUSG00000110458	20697985	1
ENSMUSG00000110469	8	76133217	ENSMUSG00000110469	76131968	-1
ENSMUSG00000110502	8	105838053	ENSMUSG00000110502	105837256	1
ENSMUSG00000110528	8	110067496	ENSMUSG00000110528	110067323	-1
ENSMUSG00000110532	8	73285052	ENSMUSG00000110532	73284875	1
ENSMUSG00000110537	8	123905504	ENSMUSG00000110537	123891994	1
ENSMUSG00000110538	8	69678444	ENSMUSG00000110538	69678188	-1
ENSMUSG00000110545	8	70463652	ENSMUSG00000110545	70463199	-1
ENSMUSG00000110546	8	72789499	ENSMUSG00000110546	72789089	1
ENSMUSG00000110580	8	84312548	ENSMUSG00000110580	84302673	1
ENSMUSG00000110605	8	130009325	ENSMUSG00000110605	129990122	1
ENSMUSG00000110617	8	84205845	ENSMUSG00000110617	84204100	-1
ENSMUSG00000110630	8	105170418	ENSMUSG00000110630	105168903	1
ENSMUSG00000110631	8	122567917	ENSMUSG00000110631	122559986	1
ENSMUSG00000110644	9	4979174	ENSMUSG00000110644	4977959	1
ENSMUSG00000110649	8	20584337	ENSMUSG00000110649	20576700	1
ENSMUSG00000110669	8	19834872	ENSMUSG00000110669	19834762	1
ENSMUSG00000110679	8	94950262	ENSMUSG00000110679	94949621	1
ENSMUSG00000110686	8	106312832	ENSMUSG00000110686	106311953	-1
ENSMUSG00000110697	8	127634965	ENSMUSG00000110697	127539390	-1
ENSMUSG00000110715	8	97891662	ENSMUSG00000110715	97890425	1
ENSMUSG00000110744	10	30658267	ENSMUSG00000110744	30656853	-1
ENSMUSG00000110768	9	63806084	ENSMUSG00000110768	63805547	1
ENSMUSG00000110808	9	43595238	ENSMUSG00000110808	43594350	1
ENSMUSG00000110825	9	51568761	ENSMUSG00000110825	51568191	1
ENSMUSG00000110834	9	124044769	ENSMUSG00000110834	124032988	-1
ENSMUSG00000110841	10	45752182	ENSMUSG00000110841	45751387	1
ENSMUSG00000110862	9	41648694	ENSMUSG00000110862	41591443	-1
ENSMUSG00000110884	9	102667459	ENSMUSG00000110884	102648694	1
ENSMUSG00000110960	10	31290161	ENSMUSG00000110960	31289811	-1
ENSMUSG00000110981	9	41749714	ENSMUSG00000110981	41716708	1
ENSMUSG00000111058	9	63844403	ENSMUSG00000111058	63833937	-1
ENSMUSG00000111080	10	30482630	ENSMUSG00000111080	30479191	-1
ENSMUSG00000111088	9	44290747	ENSMUSG00000111088	44289930	-1
ENSMUSG00000111128	9	45771980	ENSMUSG00000111128	45769902	-1
ENSMUSG00000111151	9	26873855	ENSMUSG00000111151	26871442	-1
ENSMUSG00000111160	9	64138077	ENSMUSG00000111160	64135621	1
ENSMUSG00000111161	9	17697083	ENSMUSG00000111161	17696604	-1
ENSMUSG00000111193	9	62243931	ENSMUSG00000111193	62205784	1
ENSMUSG00000111197	9	118992473	ENSMUSG00000111197	118991798	1
ENSMUSG00000111201	9	56451381	ENSMUSG00000111201	56451040	1
ENSMUSG00000111212	9	13312795	ENSMUSG00000111212	13308563	1
ENSMUSG00000111317	9	9434898	ENSMUSG00000111317	9434597	1
ENSMUSG00000111336	9	79254808	ENSMUSG00000111336	79254056	1
ENSMUSG00000111337	9	41076041	ENSMUSG00000111337	41075670	1
